年月,统计项目,医生编号,医生,医生等级,报告数量,审核数量,总数量
2022-08,CT报告、审核总数,05,周媛媛,高级,2,1,3
2022-10,CT报告、审核总数,05,周媛媛,高级,0,1,1
2022-11,CT报告、审核总数,05,周媛媛,高级,2,4,6
2022-12,CT报告、审核总数,05,周媛媛,高级,0,1,1
2023-01,CT报告、审核总数,05,周媛媛,高级,1,0,1
2023-03,CT报告、审核总数,05,周媛媛,高级,2,1,3
2023-04,CT报告、审核总数,05,周媛媛,高级,1,2,3
2023-05,CT报告、审核总数,05,周媛媛,高级,1,7,8
2023-06,CT报告、审核总数,05,周媛媛,高级,2,4,6
2023-07,CT报告、审核总数,05,周媛媛,高级,2,5,7
2023-08,CT报告、审核总数,05,周媛媛,高级,0,2,2
2023-11,CT报告、审核总数,05,周媛媛,高级,0,6,6
2023-12,CT报告、审核总数,05,周媛媛,高级,10,10,20
2024-01,CT报告、审核总数,05,周媛媛,高级,21,17,38
2024-02,CT报告、审核总数,05,周媛媛,高级,5,14,19
2024-03,CT报告、审核总数,05,周媛媛,高级,28,38,66
2024-04,CT报告、审核总数,05,周媛媛,高级,19,34,53
2024-05,CT报告、审核总数,05,周媛媛,高级,8,28,36
2024-06,CT报告、审核总数,05,周媛媛,高级,7,27,34
2024-07,CT报告、审核总数,05,周媛媛,高级,8,31,39
2024-08,CT报告、审核总数,05,周媛媛,高级,12,28,40
2024-09,CT报告、审核总数,05,周媛媛,高级,10,31,41
2024-10,CT报告、审核总数,05,周媛媛,高级,14,34,48
2024-11,CT报告、审核总数,05,周媛媛,高级,10,42,52
2024-12,CT报告、审核总数,05,周媛媛,高级,12,34,46
2025-01,CT报告、审核总数,05,周媛媛,高级,5,10,15
2025-02,CT报告、审核总数,05,周媛媛,高级,4,21,25
2025-03,CT报告、审核总数,05,周媛媛,高级,6,28,34
2025-04,CT报告、审核总数,05,周媛媛,高级,5,40,45
2025-05,CT报告、审核总数,05,周媛媛,高级,7,38,45
2025-06,CT报告、审核总数,05,周媛媛,高级,3,34,37
2025-07,CT报告、审核总数,05,周媛媛,高级,6,32,38
2025-08,CT报告、审核总数,05,周媛媛,高级,5,31,36
2025-09,CT报告、审核总数,05,周媛媛,高级,8,41,49
2025-10,CT报告、审核总数,05,周媛媛,高级,4,42,46
2025-11,CT报告、审核总数,05,周媛媛,高级,12,67,79
2025-12,CT报告、审核总数,05,周媛媛,高级,10,50,60
2026-01,CT报告、审核总数,05,周媛媛,高级,14,68,82
2026-02,CT报告、审核总数,05,周媛媛,高级,7,51,58
2026-03,CT报告、审核总数,05,周媛媛,高级,10,91,101
2026-04,CT报告、审核总数,05,周媛媛,高级,8,46,54
2021-08,CT报告、审核总数,06,曲艺,高级,1,1,2
2021-10,CT报告、审核总数,06,曲艺,高级,2,2,4
2021-11,CT报告、审核总数,06,曲艺,高级,0,1,1
2022-02,CT报告、审核总数,06,曲艺,高级,3,3,6
2022-03,CT报告、审核总数,06,曲艺,高级,0,1,1
2022-04,CT报告、审核总数,06,曲艺,高级,1,1,2
2022-05,CT报告、审核总数,06,曲艺,高级,12,0,12
2022-06,CT报告、审核总数,06,曲艺,高级,2,0,2
2022-07,CT报告、审核总数,06,曲艺,高级,6,2,8
2022-09,CT报告、审核总数,06,曲艺,高级,1,0,1
2022-11,CT报告、审核总数,06,曲艺,高级,0,1,1
2022-12,CT报告、审核总数,06,曲艺,高级,0,1,1
2023-01,CT报告、审核总数,06,曲艺,高级,1,1,2
2023-02,CT报告、审核总数,06,曲艺,高级,1,2,3
2023-03,CT报告、审核总数,06,曲艺,高级,2,7,9
2023-04,CT报告、审核总数,06,曲艺,高级,1,4,5
2023-05,CT报告、审核总数,06,曲艺,高级,4,3,7
2023-06,CT报告、审核总数,06,曲艺,高级,5,2,7
2023-07,CT报告、审核总数,06,曲艺,高级,2,1,3
2023-09,CT报告、审核总数,06,曲艺,高级,5,1,6
2023-10,CT报告、审核总数,06,曲艺,高级,5,11,16
2023-11,CT报告、审核总数,06,曲艺,高级,17,19,36
2023-12,CT报告、审核总数,06,曲艺,高级,6,7,13
2024-01,CT报告、审核总数,06,曲艺,高级,7,13,20
2024-02,CT报告、审核总数,06,曲艺,高级,1,10,11
2024-03,CT报告、审核总数,06,曲艺,高级,3,7,10
2024-04,CT报告、审核总数,06,曲艺,高级,21,28,49
2024-05,CT报告、审核总数,06,曲艺,高级,21,34,55
2024-06,CT报告、审核总数,06,曲艺,高级,26,36,62
2024-07,CT报告、审核总数,06,曲艺,高级,22,20,42
2024-08,CT报告、审核总数,06,曲艺,高级,15,30,45
2024-09,CT报告、审核总数,06,曲艺,高级,19,44,63
2024-10,CT报告、审核总数,06,曲艺,高级,16,31,47
2024-11,CT报告、审核总数,06,曲艺,高级,13,44,57
2024-12,CT报告、审核总数,06,曲艺,高级,10,41,51
2025-01,CT报告、审核总数,06,曲艺,高级,6,15,21
2025-02,CT报告、审核总数,06,曲艺,高级,4,29,33
2025-03,CT报告、审核总数,06,曲艺,高级,17,54,71
2025-04,CT报告、审核总数,06,曲艺,高级,8,56,64
2025-05,CT报告、审核总数,06,曲艺,高级,11,45,56
2025-06,CT报告、审核总数,06,曲艺,高级,14,55,69
2025-07,CT报告、审核总数,06,曲艺,高级,7,42,49
2025-08,CT报告、审核总数,06,曲艺,高级,18,72,90
2025-09,CT报告、审核总数,06,曲艺,高级,10,72,82
2025-10,CT报告、审核总数,06,曲艺,高级,24,55,79
2025-11,CT报告、审核总数,06,曲艺,高级,26,49,75
2025-12,CT报告、审核总数,06,曲艺,高级,29,72,101
2026-01,CT报告、审核总数,06,曲艺,高级,22,65,87
2026-02,CT报告、审核总数,06,曲艺,高级,15,47,62
2026-03,CT报告、审核总数,06,曲艺,高级,31,109,140
2026-04,CT报告、审核总数,06,曲艺,高级,15,103,118
2026-05,CT报告、审核总数,06,曲艺,高级,28,93,121
2026-06,CT报告、审核总数,06,曲艺,高级,11,111,122
2026-07,CT报告、审核总数,06,曲艺,高级,28,134,162
2007-07,CT报告、审核总数,07,苏畅,高级,0,1,1
2021-12,CT报告、审核总数,07,苏畅,高级,1,0,1
2022-04,CT报告、审核总数,07,苏畅,高级,3,1,4
2022-05,CT报告、审核总数,07,苏畅,高级,2,0,2
2022-06,CT报告、审核总数,07,苏畅,高级,3,0,3
2022-07,CT报告、审核总数,07,苏畅,高级,4,2,6
2022-08,CT报告、审核总数,07,苏畅,高级,4,1,5
2022-10,CT报告、审核总数,07,苏畅,高级,3,3,6
2022-11,CT报告、审核总数,07,苏畅,高级,2,3,5
2022-12,CT报告、审核总数,07,苏畅,高级,2,0,2
2023-01,CT报告、审核总数,07,苏畅,高级,2,1,3
2023-02,CT报告、审核总数,07,苏畅,高级,0,2,2
2023-03,CT报告、审核总数,07,苏畅,高级,3,1,4
2023-04,CT报告、审核总数,07,苏畅,高级,1,5,6
2023-05,CT报告、审核总数,07,苏畅,高级,5,6,11
2023-06,CT报告、审核总数,07,苏畅,高级,2,2,4
2023-07,CT报告、审核总数,07,苏畅,高级,5,5,10
2023-08,CT报告、审核总数,07,苏畅,高级,2,3,5
2023-09,CT报告、审核总数,07,苏畅,高级,1,2,3
2023-10,CT报告、审核总数,07,苏畅,高级,4,22,26
2023-11,CT报告、审核总数,07,苏畅,高级,16,26,42
2023-12,CT报告、审核总数,07,苏畅,高级,14,17,31
2024-01,CT报告、审核总数,07,苏畅,高级,12,27,39
2024-02,CT报告、审核总数,07,苏畅,高级,9,14,23
2024-03,CT报告、审核总数,07,苏畅,高级,23,45,68
2024-04,CT报告、审核总数,07,苏畅,高级,33,43,76
2024-05,CT报告、审核总数,07,苏畅,高级,14,44,58
2024-06,CT报告、审核总数,07,苏畅,高级,29,37,66
2024-07,CT报告、审核总数,07,苏畅,高级,12,31,43
2024-08,CT报告、审核总数,07,苏畅,高级,9,29,38
2024-09,CT报告、审核总数,07,苏畅,高级,18,27,45
2024-10,CT报告、审核总数,07,苏畅,高级,25,25,50
2024-11,CT报告、审核总数,07,苏畅,高级,12,51,63
2024-12,CT报告、审核总数,07,苏畅,高级,15,49,64
2025-01,CT报告、审核总数,07,苏畅,高级,12,39,51
2025-02,CT报告、审核总数,07,苏畅,高级,21,34,55
2025-03,CT报告、审核总数,07,苏畅,高级,25,58,83
2025-04,CT报告、审核总数,07,苏畅,高级,24,47,71
2025-05,CT报告、审核总数,07,苏畅,高级,19,68,87
2025-06,CT报告、审核总数,07,苏畅,高级,16,47,63
2025-07,CT报告、审核总数,07,苏畅,高级,20,56,76
2025-08,CT报告、审核总数,07,苏畅,高级,18,67,85
2025-09,CT报告、审核总数,07,苏畅,高级,23,65,88
2025-10,CT报告、审核总数,07,苏畅,高级,40,76,116
2025-11,CT报告、审核总数,07,苏畅,高级,31,95,126
2025-12,CT报告、审核总数,07,苏畅,高级,27,86,113
2026-01,CT报告、审核总数,07,苏畅,高级,39,108,147
2026-02,CT报告、审核总数,07,苏畅,高级,12,50,62
2026-03,CT报告、审核总数,07,苏畅,高级,18,87,105
2026-04,CT报告、审核总数,07,苏畅,高级,27,117,144
2026-05,CT报告、审核总数,07,苏畅,高级,26,88,114
2026-06,CT报告、审核总数,07,苏畅,高级,17,107,124
2026-07,CT报告、审核总数,07,苏畅,高级,21,79,100
2022-04,CT报告、审核总数,08,张志轩,高级,3,0,3
2022-05,CT报告、审核总数,08,张志轩,高级,3,0,3
2022-06,CT报告、审核总数,08,张志轩,高级,8,0,8
2022-07,CT报告、审核总数,08,张志轩,高级,2,0,2
2022-08,CT报告、审核总数,08,张志轩,高级,2,0,2
2022-09,CT报告、审核总数,08,张志轩,高级,1,0,1
2022-10,CT报告、审核总数,08,张志轩,高级,1,0,1
2022-12,CT报告、审核总数,08,张志轩,高级,3,0,3
2023-01,CT报告、审核总数,08,张志轩,高级,2,0,2
2023-02,CT报告、审核总数,08,张志轩,高级,1,2,3
2023-03,CT报告、审核总数,08,张志轩,高级,4,0,4
2023-04,CT报告、审核总数,08,张志轩,高级,1,3,4
2023-05,CT报告、审核总数,08,张志轩,高级,3,0,3
2023-06,CT报告、审核总数,08,张志轩,高级,3,1,4
2023-08,CT报告、审核总数,08,张志轩,高级,0,2,2
2023-09,CT报告、审核总数,08,张志轩,高级,4,2,6
2023-10,CT报告、审核总数,08,张志轩,高级,3,6,9
2023-11,CT报告、审核总数,08,张志轩,高级,5,6,11
2023-12,CT报告、审核总数,08,张志轩,高级,15,32,47
2024-01,CT报告、审核总数,08,张志轩,高级,17,22,39
2024-02,CT报告、审核总数,08,张志轩,高级,12,16,28
2024-03,CT报告、审核总数,08,张志轩,高级,18,13,31
2024-04,CT报告、审核总数,08,张志轩,高级,14,23,37
2024-05,CT报告、审核总数,08,张志轩,高级,10,11,21
2024-06,CT报告、审核总数,08,张志轩,高级,10,23,33
2024-07,CT报告、审核总数,08,张志轩,高级,12,33,45
2024-08,CT报告、审核总数,08,张志轩,高级,9,18,27
2024-09,CT报告、审核总数,08,张志轩,高级,22,18,40
2024-10,CT报告、审核总数,08,张志轩,高级,4,27,31
2024-11,CT报告、审核总数,08,张志轩,高级,22,15,37
2024-12,CT报告、审核总数,08,张志轩,高级,4,19,23
2025-01,CT报告、审核总数,08,张志轩,高级,8,38,46
2025-02,CT报告、审核总数,08,张志轩,高级,2,9,11
2025-03,CT报告、审核总数,08,张志轩,高级,13,39,52
2025-04,CT报告、审核总数,08,张志轩,高级,4,19,23
2025-05,CT报告、审核总数,08,张志轩,高级,7,23,30
2025-06,CT报告、审核总数,08,张志轩,高级,3,14,17
2025-07,CT报告、审核总数,08,张志轩,高级,4,18,22
2025-08,CT报告、审核总数,08,张志轩,高级,12,28,40
2025-09,CT报告、审核总数,08,张志轩,高级,2,29,31
2025-10,CT报告、审核总数,08,张志轩,高级,21,63,84
2025-11,CT报告、审核总数,08,张志轩,高级,7,30,37
2025-12,CT报告、审核总数,08,张志轩,高级,48,96,144
2026-01,CT报告、审核总数,08,张志轩,高级,9,53,62
2026-02,CT报告、审核总数,08,张志轩,高级,6,32,38
2026-03,CT报告、审核总数,08,张志轩,高级,8,59,67
2026-04,CT报告、审核总数,08,张志轩,高级,22,53,75
2026-05,CT报告、审核总数,08,张志轩,高级,12,54,66
2026-06,CT报告、审核总数,08,张志轩,高级,16,83,99
2026-07,CT报告、审核总数,08,张志轩,高级,14,72,86
2007-07,CT报告、审核总数,09,邝怡,高级,1,1,2
2022-04,CT报告、审核总数,09,邝怡,高级,2,0,2
2022-05,CT报告、审核总数,09,邝怡,高级,1,0,1
2022-06,CT报告、审核总数,09,邝怡,高级,2,0,2
2022-07,CT报告、审核总数,09,邝怡,高级,2,0,2
2022-08,CT报告、审核总数,09,邝怡,高级,3,2,5
2022-09,CT报告、审核总数,09,邝怡,高级,1,0,1
2022-10,CT报告、审核总数,09,邝怡,高级,2,0,2
2022-11,CT报告、审核总数,09,邝怡,高级,3,0,3
2022-12,CT报告、审核总数,09,邝怡,高级,3,0,3
2023-02,CT报告、审核总数,09,邝怡,高级,3,0,3
2023-03,CT报告、审核总数,09,邝怡,高级,4,2,6
2023-04,CT报告、审核总数,09,邝怡,高级,5,0,5
2023-05,CT报告、审核总数,09,邝怡,高级,8,1,9
2023-06,CT报告、审核总数,09,邝怡,高级,5,2,7
2023-07,CT报告、审核总数,09,邝怡,高级,4,2,6
2023-08,CT报告、审核总数,09,邝怡,高级,1,0,1
2023-09,CT报告、审核总数,09,邝怡,高级,6,6,12
2023-10,CT报告、审核总数,09,邝怡,高级,22,16,38
2023-11,CT报告、审核总数,09,邝怡,高级,11,5,16
2023-12,CT报告、审核总数,09,邝怡,高级,14,9,23
2024-01,CT报告、审核总数,09,邝怡,高级,4,5,9
2024-02,CT报告、审核总数,09,邝怡,高级,7,9,16
2024-03,CT报告、审核总数,09,邝怡,高级,10,5,15
2024-04,CT报告、审核总数,09,邝怡,高级,6,14,20
2024-05,CT报告、审核总数,09,邝怡,高级,8,2,10
2024-06,CT报告、审核总数,09,邝怡,高级,7,5,12
2024-07,CT报告、审核总数,09,邝怡,高级,2,6,8
2024-08,CT报告、审核总数,09,邝怡,高级,3,14,17
2024-09,CT报告、审核总数,09,邝怡,高级,8,13,21
2024-10,CT报告、审核总数,09,邝怡,高级,3,14,17
2024-11,CT报告、审核总数,09,邝怡,高级,15,17,32
2024-12,CT报告、审核总数,09,邝怡,高级,6,14,20
2025-01,CT报告、审核总数,09,邝怡,高级,4,21,25
2025-02,CT报告、审核总数,09,邝怡,高级,19,40,59
2025-03,CT报告、审核总数,09,邝怡,高级,9,28,37
2025-04,CT报告、审核总数,09,邝怡,高级,6,21,27
2025-05,CT报告、审核总数,09,邝怡,高级,12,34,46
2025-06,CT报告、审核总数,09,邝怡,高级,4,53,57
2025-07,CT报告、审核总数,09,邝怡,高级,8,23,31
2025-08,CT报告、审核总数,09,邝怡,高级,6,21,27
2025-09,CT报告、审核总数,09,邝怡,高级,2,28,30
2025-10,CT报告、审核总数,09,邝怡,高级,1,18,19
2025-11,CT报告、审核总数,09,邝怡,高级,3,34,37
2025-12,CT报告、审核总数,09,邝怡,高级,2,16,18
2026-01,CT报告、审核总数,09,邝怡,高级,26,34,60
2026-02,CT报告、审核总数,09,邝怡,高级,11,29,40
2026-03,CT报告、审核总数,09,邝怡,高级,9,38,47
2026-04,CT报告、审核总数,09,邝怡,高级,3,39,42
2026-05,CT报告、审核总数,09,邝怡,高级,7,40,47
2026-06,CT报告、审核总数,09,邝怡,高级,8,14,22
2026-07,CT报告、审核总数,09,邝怡,高级,10,49,59
2022-08,CT报告、审核总数,10,吴璇,高级,1,0,1
2022-09,CT报告、审核总数,10,吴璇,高级,3,0,3
2022-10,CT报告、审核总数,10,吴璇,高级,1,0,1
2022-11,CT报告、审核总数,10,吴璇,高级,8,1,9
2022-12,CT报告、审核总数,10,吴璇,高级,2,0,2
2023-01,CT报告、审核总数,10,吴璇,高级,2,0,2
2023-02,CT报告、审核总数,10,吴璇,高级,1,0,1
2023-03,CT报告、审核总数,10,吴璇,高级,1,0,1
2023-04,CT报告、审核总数,10,吴璇,高级,6,0,6
2023-05,CT报告、审核总数,10,吴璇,高级,3,0,3
2023-06,CT报告、审核总数,10,吴璇,高级,7,1,8
2023-07,CT报告、审核总数,10,吴璇,高级,7,0,7
2023-08,CT报告、审核总数,10,吴璇,高级,8,0,8
2023-09,CT报告、审核总数,10,吴璇,高级,7,0,7
2023-10,CT报告、审核总数,10,吴璇,高级,23,0,23
2023-11,CT报告、审核总数,10,吴璇,高级,14,0,14
2023-12,CT报告、审核总数,10,吴璇,高级,14,3,17
2024-01,CT报告、审核总数,10,吴璇,高级,9,0,9
2024-02,CT报告、审核总数,10,吴璇,高级,3,0,3
2024-03,CT报告、审核总数,10,吴璇,高级,10,0,10
2024-04,CT报告、审核总数,10,吴璇,高级,28,3,31
2024-05,CT报告、审核总数,10,吴璇,高级,20,7,27
2024-06,CT报告、审核总数,10,吴璇,高级,16,24,40
2024-07,CT报告、审核总数,10,吴璇,高级,9,8,17
2024-08,CT报告、审核总数,10,吴璇,高级,15,12,27
2024-09,CT报告、审核总数,10,吴璇,高级,11,14,25
2024-10,CT报告、审核总数,10,吴璇,高级,13,33,46
2024-11,CT报告、审核总数,10,吴璇,高级,24,27,51
2024-12,CT报告、审核总数,10,吴璇,高级,14,35,49
2025-01,CT报告、审核总数,10,吴璇,高级,9,22,31
2025-02,CT报告、审核总数,10,吴璇,高级,21,22,43
2025-03,CT报告、审核总数,10,吴璇,高级,19,14,33
2025-04,CT报告、审核总数,10,吴璇,高级,5,23,28
2025-05,CT报告、审核总数,10,吴璇,高级,20,28,48
2025-06,CT报告、审核总数,10,吴璇,高级,12,42,54
2025-07,CT报告、审核总数,10,吴璇,高级,26,53,79
2025-08,CT报告、审核总数,10,吴璇,高级,4,23,27
2025-09,CT报告、审核总数,10,吴璇,高级,2,34,36
2025-10,CT报告、审核总数,10,吴璇,高级,17,59,76
2025-11,CT报告、审核总数,10,吴璇,高级,27,56,83
2025-12,CT报告、审核总数,10,吴璇,高级,31,58,89
2026-01,CT报告、审核总数,10,吴璇,高级,10,54,64
2026-02,CT报告、审核总数,10,吴璇,高级,15,45,60
2026-03,CT报告、审核总数,10,吴璇,高级,16,65,81
2026-04,CT报告、审核总数,10,吴璇,高级,15,42,57
2026-05,CT报告、审核总数,10,吴璇,高级,13,44,57
2026-06,CT报告、审核总数,10,吴璇,高级,19,48,67
2026-07,CT报告、审核总数,10,吴璇,高级,31,41,72
2023-10,CT报告、审核总数,11,张秋梅,中级,11,0,11
2023-11,CT报告、审核总数,11,张秋梅,中级,2,0,2
2023-12,CT报告、审核总数,11,张秋梅,中级,7,0,7
2024-01,CT报告、审核总数,11,张秋梅,中级,6,0,6
2024-02,CT报告、审核总数,11,张秋梅,中级,6,0,6
2024-03,CT报告、审核总数,11,张秋梅,中级,7,0,7
2024-04,CT报告、审核总数,11,张秋梅,中级,5,0,5
2024-05,CT报告、审核总数,11,张秋梅,中级,9,0,9
2024-06,CT报告、审核总数,11,张秋梅,中级,17,0,17
2024-07,CT报告、审核总数,11,张秋梅,中级,16,0,16
2024-08,CT报告、审核总数,11,张秋梅,中级,19,0,19
2024-09,CT报告、审核总数,11,张秋梅,中级,19,1,20
2024-10,CT报告、审核总数,11,张秋梅,中级,18,0,18
2024-11,CT报告、审核总数,11,张秋梅,中级,26,0,26
2024-12,CT报告、审核总数,11,张秋梅,中级,29,1,30
2025-01,CT报告、审核总数,11,张秋梅,中级,26,0,26
2025-02,CT报告、审核总数,11,张秋梅,中级,17,1,18
2025-03,CT报告、审核总数,11,张秋梅,中级,26,1,27
2025-04,CT报告、审核总数,11,张秋梅,中级,39,3,42
2025-05,CT报告、审核总数,11,张秋梅,中级,30,0,30
2025-06,CT报告、审核总数,11,张秋梅,中级,39,1,40
2025-07,CT报告、审核总数,11,张秋梅,中级,29,0,29
2025-08,CT报告、审核总数,11,张秋梅,中级,49,2,51
2025-09,CT报告、审核总数,11,张秋梅,中级,65,0,65
2025-10,CT报告、审核总数,11,张秋梅,中级,56,4,60
2025-11,CT报告、审核总数,11,张秋梅,中级,62,1,63
2025-12,CT报告、审核总数,11,张秋梅,中级,31,0,31
2026-01,CT报告、审核总数,11,张秋梅,中级,75,1,76
2026-02,CT报告、审核总数,11,张秋梅,中级,15,0,15
2026-03,CT报告、审核总数,11,张秋梅,中级,83,1,84
2026-04,CT报告、审核总数,11,张秋梅,中级,40,2,42
2026-05,CT报告、审核总数,11,张秋梅,中级,47,1,48
2026-06,CT报告、审核总数,11,张秋梅,中级,60,1,61
2026-07,CT报告、审核总数,11,张秋梅,中级,50,1,51
2022-09,CT报告、审核总数,12,刘慜思,中级,1,1,2
2023-10,CT报告、审核总数,12,刘慜思,中级,3,0,3
2023-11,CT报告、审核总数,12,刘慜思,中级,7,0,7
2023-12,CT报告、审核总数,12,刘慜思,中级,5,0,5
2024-01,CT报告、审核总数,12,刘慜思,中级,4,0,4
2024-02,CT报告、审核总数,12,刘慜思,中级,8,0,8
2024-03,CT报告、审核总数,12,刘慜思,中级,6,0,6
2024-04,CT报告、审核总数,12,刘慜思,中级,7,0,7
2024-05,CT报告、审核总数,12,刘慜思,中级,9,2,11
2024-06,CT报告、审核总数,12,刘慜思,中级,11,0,11
2024-07,CT报告、审核总数,12,刘慜思,中级,20,0,20
2024-08,CT报告、审核总数,12,刘慜思,中级,20,0,20
2024-09,CT报告、审核总数,12,刘慜思,中级,8,0,8
2024-10,CT报告、审核总数,12,刘慜思,中级,17,3,20
2024-11,CT报告、审核总数,12,刘慜思,中级,13,1,14
2024-12,CT报告、审核总数,12,刘慜思,中级,14,0,14
2025-01,CT报告、审核总数,12,刘慜思,中级,20,0,20
2025-02,CT报告、审核总数,12,刘慜思,中级,22,0,22
2025-03,CT报告、审核总数,12,刘慜思,中级,33,0,33
2025-04,CT报告、审核总数,12,刘慜思,中级,36,2,38
2025-05,CT报告、审核总数,12,刘慜思,中级,36,1,37
2025-06,CT报告、审核总数,12,刘慜思,中级,26,0,26
2025-07,CT报告、审核总数,12,刘慜思,中级,10,0,10
2025-08,CT报告、审核总数,12,刘慜思,中级,32,0,32
2025-09,CT报告、审核总数,12,刘慜思,中级,26,2,28
2025-10,CT报告、审核总数,12,刘慜思,中级,49,0,49
2025-11,CT报告、审核总数,12,刘慜思,中级,44,0,44
2025-12,CT报告、审核总数,12,刘慜思,中级,36,0,36
2026-01,CT报告、审核总数,12,刘慜思,中级,49,0,49
2026-02,CT报告、审核总数,12,刘慜思,中级,34,2,36
2026-03,CT报告、审核总数,12,刘慜思,中级,37,0,37
2026-04,CT报告、审核总数,12,刘慜思,中级,76,1,77
2026-05,CT报告、审核总数,12,刘慜思,中级,63,0,63
2026-06,CT报告、审核总数,12,刘慜思,中级,44,1,45
2026-07,CT报告、审核总数,12,刘慜思,中级,36,0,36
2023-03,CT报告、审核总数,13,康博,其它,1,0,1
2023-04,CT报告、审核总数,13,康博,其它,5,0,5
2023-05,CT报告、审核总数,13,康博,其它,6,1,7
2023-06,CT报告、审核总数,13,康博,其它,6,0,6
2023-07,CT报告、审核总数,13,康博,其它,2,0,2
2023-08,CT报告、审核总数,13,康博,其它,3,0,3
2023-09,CT报告、审核总数,13,康博,其它,2,1,3
2023-10,CT报告、审核总数,13,康博,其它,43,1,44
2023-11,CT报告、审核总数,13,康博,其它,11,0,11
2023-12,CT报告、审核总数,13,康博,其它,20,1,21
2024-01,CT报告、审核总数,13,康博,其它,34,1,35
2024-02,CT报告、审核总数,13,康博,其它,22,0,22
2024-03,CT报告、审核总数,13,康博,其它,18,0,18
2024-04,CT报告、审核总数,13,康博,其它,40,0,40
2024-05,CT报告、审核总数,13,康博,其它,41,0,41
2024-06,CT报告、审核总数,13,康博,其它,50,2,52
2024-07,CT报告、审核总数,13,康博,其它,38,0,38
2024-08,CT报告、审核总数,13,康博,其它,27,0,27
2024-09,CT报告、审核总数,13,康博,其它,55,0,55
2024-10,CT报告、审核总数,13,康博,其它,39,2,41
2024-11,CT报告、审核总数,13,康博,其它,35,0,35
2024-12,CT报告、审核总数,13,康博,其它,57,4,61
2025-01,CT报告、审核总数,13,康博,其它,2,0,2
2025-02,CT报告、审核总数,13,康博,其它,28,1,29
2025-03,CT报告、审核总数,13,康博,其它,44,2,46
2025-04,CT报告、审核总数,13,康博,其它,45,1,46
2025-05,CT报告、审核总数,13,康博,其它,49,0,49
2025-06,CT报告、审核总数,13,康博,其它,35,0,35
2025-07,CT报告、审核总数,13,康博,其它,19,0,19
2025-08,CT报告、审核总数,13,康博,其它,41,1,42
2025-09,CT报告、审核总数,13,康博,其它,25,4,29
2025-10,CT报告、审核总数,13,康博,其它,13,0,13
2025-11,CT报告、审核总数,13,康博,其它,24,0,24
2025-12,CT报告、审核总数,13,康博,其它,25,0,25
2026-01,CT报告、审核总数,13,康博,其它,13,0,13
2026-02,CT报告、审核总数,13,康博,其它,33,1,34
2026-03,CT报告、审核总数,13,康博,其它,33,0,33
2026-04,CT报告、审核总数,13,康博,其它,13,0,13
2026-05,CT报告、审核总数,13,康博,其它,16,2,18
2026-06,CT报告、审核总数,13,康博,其它,20,0,20
2026-07,CT报告、审核总数,13,康博,其它,63,0,63
2023-10,CT报告、审核总数,14,简乐诗,中级,6,0,6
2023-11,CT报告、审核总数,14,简乐诗,中级,7,0,7
2023-12,CT报告、审核总数,14,简乐诗,中级,4,0,4
2024-01,CT报告、审核总数,14,简乐诗,中级,7,0,7
2024-02,CT报告、审核总数,14,简乐诗,中级,9,0,9
2024-03,CT报告、审核总数,14,简乐诗,中级,10,0,10
2024-04,CT报告、审核总数,14,简乐诗,中级,12,0,12
2024-05,CT报告、审核总数,14,简乐诗,中级,16,1,17
2024-06,CT报告、审核总数,14,简乐诗,中级,31,0,31
2024-07,CT报告、审核总数,14,简乐诗,中级,10,0,10
2024-08,CT报告、审核总数,14,简乐诗,中级,15,0,15
2024-09,CT报告、审核总数,14,简乐诗,中级,5,0,5
2024-10,CT报告、审核总数,14,简乐诗,中级,21,0,21
2024-11,CT报告、审核总数,14,简乐诗,中级,29,0,29
2024-12,CT报告、审核总数,14,简乐诗,中级,36,0,36
2025-01,CT报告、审核总数,14,简乐诗,中级,34,0,34
2025-02,CT报告、审核总数,14,简乐诗,中级,24,0,24
2025-03,CT报告、审核总数,14,简乐诗,中级,25,0,25
2025-04,CT报告、审核总数,14,简乐诗,中级,24,0,24
2025-05,CT报告、审核总数,14,简乐诗,中级,30,1,31
2025-06,CT报告、审核总数,14,简乐诗,中级,34,0,34
2025-07,CT报告、审核总数,14,简乐诗,中级,33,0,33
2025-08,CT报告、审核总数,14,简乐诗,中级,29,1,30
2025-09,CT报告、审核总数,14,简乐诗,中级,44,0,44
2025-10,CT报告、审核总数,14,简乐诗,中级,55,0,55
2025-11,CT报告、审核总数,14,简乐诗,中级,43,2,45
2025-12,CT报告、审核总数,14,简乐诗,中级,40,0,40
2026-01,CT报告、审核总数,14,简乐诗,中级,75,14,89
2026-02,CT报告、审核总数,14,简乐诗,中级,32,4,36
2026-03,CT报告、审核总数,14,简乐诗,中级,61,29,90
2026-04,CT报告、审核总数,14,简乐诗,中级,64,41,105
2026-05,CT报告、审核总数,14,简乐诗,中级,52,23,75
2026-06,CT报告、审核总数,14,简乐诗,中级,43,29,72
2026-07,CT报告、审核总数,14,简乐诗,中级,44,18,62
2023-10,CT报告、审核总数,15,陈可欣,中级,10,1,11
2023-11,CT报告、审核总数,15,陈可欣,中级,7,0,7
2023-12,CT报告、审核总数,15,陈可欣,中级,3,0,3
2024-01,CT报告、审核总数,15,陈可欣,中级,9,0,9
2024-02,CT报告、审核总数,15,陈可欣,中级,15,0,15
2024-03,CT报告、审核总数,15,陈可欣,中级,15,0,15
