年月,统计项目,医生编号,医生,医生等级,报告数量,审核数量,总数量
2025-07,异宠撰写数,16,曲莹莹,中级,6,0,6
2025-08,异宠撰写数,16,曲莹莹,中级,7,0,7
2025-09,异宠撰写数,16,曲莹莹,中级,4,0,4
2025-10,异宠撰写数,16,曲莹莹,中级,5,0,5
2025-11,异宠撰写数,16,曲莹莹,中级,6,0,6
2026-01,异宠撰写数,16,曲莹莹,中级,4,0,4
2026-02,异宠撰写数,16,曲莹莹,中级,2,0,2
2026-03,异宠撰写数,16,曲莹莹,中级,1,0,1
2026-04,异宠撰写数,16,曲莹莹,中级,1,0,1
2026-05,异宠撰写数,16,曲莹莹,中级,4,0,4
2026-06,异宠撰写数,16,曲莹莹,中级,3,0,3
2026-07,异宠撰写数,16,曲莹莹,中级,1,0,1
2024-10,异宠撰写数,17,陶琼瑶,中级,3,0,3
2024-11,异宠撰写数,17,陶琼瑶,中级,1,0,1
2024-12,异宠撰写数,17,陶琼瑶,中级,4,0,4
2025-01,异宠撰写数,17,陶琼瑶,中级,2,0,2
2025-02,异宠撰写数,17,陶琼瑶,中级,2,0,2
2025-03,异宠撰写数,17,陶琼瑶,中级,2,0,2
2025-04,异宠撰写数,17,陶琼瑶,中级,2,0,2
2025-05,异宠撰写数,17,陶琼瑶,中级,4,0,4
2025-06,异宠撰写数,17,陶琼瑶,中级,2,0,2
2025-08,异宠撰写数,17,陶琼瑶,中级,4,0,4
2025-09,异宠撰写数,17,陶琼瑶,中级,5,0,5
2025-10,异宠撰写数,17,陶琼瑶,中级,5,0,5
2025-11,异宠撰写数,17,陶琼瑶,中级,2,0,2
2025-12,异宠撰写数,17,陶琼瑶,中级,4,0,4
2026-01,异宠撰写数,17,陶琼瑶,中级,4,0,4
2026-02,异宠撰写数,17,陶琼瑶,中级,5,0,5
2026-03,异宠撰写数,17,陶琼瑶,中级,6,0,6
2026-04,异宠撰写数,17,陶琼瑶,中级,14,0,14
2026-05,异宠撰写数,17,陶琼瑶,中级,9,0,9
2026-06,异宠撰写数,17,陶琼瑶,中级,11,0,11
2026-07,异宠撰写数,18,马萌,初级,3,0,3
2024-11,异宠撰写数,20,李铭婕,中级,1,0,1
2024-12,异宠撰写数,20,李铭婕,中级,3,0,3
2025-02,异宠撰写数,20,李铭婕,中级,2,0,2
2025-03,异宠撰写数,20,李铭婕,中级,3,0,3
2025-05,异宠撰写数,20,李铭婕,中级,5,0,5
2025-06,异宠撰写数,20,李铭婕,中级,2,0,2
2025-07,异宠撰写数,20,李铭婕,中级,5,0,5
2025-08,异宠撰写数,20,李铭婕,中级,4,1,5
2025-09,异宠撰写数,20,李铭婕,中级,1,0,1
2025-10,异宠撰写数,20,李铭婕,中级,1,0,1
2025-11,异宠撰写数,20,李铭婕,中级,1,0,1
2025-12,异宠撰写数,20,李铭婕,中级,4,0,4
2026-01,异宠撰写数,20,李铭婕,中级,2,0,2
2026-02,异宠撰写数,20,李铭婕,中级,1,0,1
2026-03,异宠撰写数,20,李铭婕,中级,3,0,3
2026-04,异宠撰写数,20,李铭婕,中级,7,0,7
2026-05,异宠撰写数,20,李铭婕,中级,3,0,3
2026-06,异宠撰写数,20,李铭婕,中级,7,0,7
2026-07,异宠撰写数,20,李铭婕,中级,2,0,2
2026-02,异宠撰写数,21,王兆雪,初级,2,0,2
2026-05,异宠撰写数,21,王兆雪,初级,2,0,2
2026-06,异宠撰写数,22,冯军利,初级,1,0,1
2026-07,异宠撰写数,22,冯军利,初级,1,0,1
2026-06,异宠撰写数,23,张若邈,初级,1,0,1
2026-07,异宠撰写数,23,张若邈,初级,1,0,1
2025-12,异宠撰写数,24,江蓝,初级,1,0,1
2026-01,异宠撰写数,24,江蓝,初级,1,0,1
2026-02,异宠撰写数,24,江蓝,初级,2,0,2
2026-03,异宠撰写数,24,江蓝,初级,4,0,4
2026-04,异宠撰写数,24,江蓝,初级,1,0,1
2026-05,异宠撰写数,24,江蓝,初级,3,0,3
2026-07,异宠撰写数,24,江蓝,初级,7,0,7
2026-06,异宠撰写数,25,刘坤,初级,3,0,3
2026-07,异宠撰写数,25,刘坤,初级,7,0,7
2026-04,异宠撰写数,,彭涛,未登记,2,0,2
2026-05,异宠撰写数,,彭涛,未登记,1,0,1
2026-06,异宠撰写数,,彭涛,未登记,2,0,2
2024-05,异宠撰写数,,马析淳,未登记,2,0,2
2024-06,异宠撰写数,,马析淳,未登记,1,0,1
2021-05,CT报告、审核总数,01,戴榕全,高级,2,1,3
2021-07,CT报告、审核总数,01,戴榕全,高级,1,0,1
2021-08,CT报告、审核总数,01,戴榕全,高级,2,2,4
2021-09,CT报告、审核总数,01,戴榕全,高级,2,1,3
2021-10,CT报告、审核总数,01,戴榕全,高级,2,1,3
2021-11,CT报告、审核总数,01,戴榕全,高级,9,1,10
2021-12,CT报告、审核总数,01,戴榕全,高级,0,1,1
2022-01,CT报告、审核总数,01,戴榕全,高级,4,4,8
2022-02,CT报告、审核总数,01,戴榕全,高级,3,6,9
2022-03,CT报告、审核总数,01,戴榕全,高级,2,3,5
2022-04,CT报告、审核总数,01,戴榕全,高级,3,6,9
2022-05,CT报告、审核总数,01,戴榕全,高级,2,7,9
2022-06,CT报告、审核总数,01,戴榕全,高级,4,4,8
2022-07,CT报告、审核总数,01,戴榕全,高级,6,9,15
2022-08,CT报告、审核总数,01,戴榕全,高级,3,3,6
2022-09,CT报告、审核总数,01,戴榕全,高级,2,4,6
2022-10,CT报告、审核总数,01,戴榕全,高级,2,3,5
2022-11,CT报告、审核总数,01,戴榕全,高级,3,4,7
2023-01,CT报告、审核总数,01,戴榕全,高级,1,2,3
2023-02,CT报告、审核总数,01,戴榕全,高级,2,3,5
2023-03,CT报告、审核总数,01,戴榕全,高级,2,6,8
2023-04,CT报告、审核总数,01,戴榕全,高级,1,6,7
2023-05,CT报告、审核总数,01,戴榕全,高级,4,6,10
2023-06,CT报告、审核总数,01,戴榕全,高级,2,11,13
2023-07,CT报告、审核总数,01,戴榕全,高级,0,6,6
2023-08,CT报告、审核总数,01,戴榕全,高级,2,1,3
2023-09,CT报告、审核总数,01,戴榕全,高级,4,11,15
2023-10,CT报告、审核总数,01,戴榕全,高级,4,15,19
2023-11,CT报告、审核总数,01,戴榕全,高级,5,28,33
2023-12,CT报告、审核总数,01,戴榕全,高级,4,19,23
2024-01,CT报告、审核总数,01,戴榕全,高级,11,34,45
2024-02,CT报告、审核总数,01,戴榕全,高级,4,21,25
2024-03,CT报告、审核总数,01,戴榕全,高级,3,13,16
2024-04,CT报告、审核总数,01,戴榕全,高级,13,47,60
2024-05,CT报告、审核总数,01,戴榕全,高级,8,26,34
2024-06,CT报告、审核总数,01,戴榕全,高级,2,21,23
2024-07,CT报告、审核总数,01,戴榕全,高级,5,23,28
2024-08,CT报告、审核总数,01,戴榕全,高级,1,13,14
2024-09,CT报告、审核总数,01,戴榕全,高级,10,26,36
2024-10,CT报告、审核总数,01,戴榕全,高级,7,29,36
2024-11,CT报告、审核总数,01,戴榕全,高级,11,27,38
2024-12,CT报告、审核总数,01,戴榕全,高级,4,39,43
2025-01,CT报告、审核总数,01,戴榕全,高级,6,21,27
2025-02,CT报告、审核总数,01,戴榕全,高级,3,15,18
2025-03,CT报告、审核总数,01,戴榕全,高级,1,28,29
2025-04,CT报告、审核总数,01,戴榕全,高级,7,21,28
2025-05,CT报告、审核总数,01,戴榕全,高级,16,56,72
2025-06,CT报告、审核总数,01,戴榕全,高级,12,32,44
2025-07,CT报告、审核总数,01,戴榕全,高级,2,31,33
2025-08,CT报告、审核总数,01,戴榕全,高级,12,34,46
2025-09,CT报告、审核总数,01,戴榕全,高级,15,64,79
2025-10,CT报告、审核总数,01,戴榕全,高级,5,26,31
2025-11,CT报告、审核总数,01,戴榕全,高级,6,65,71
2025-12,CT报告、审核总数,01,戴榕全,高级,11,64,75
2026-01,CT报告、审核总数,01,戴榕全,高级,11,70,81
2026-02,CT报告、审核总数,01,戴榕全,高级,5,40,45
2026-03,CT报告、审核总数,01,戴榕全,高级,14,56,70
2026-04,CT报告、审核总数,01,戴榕全,高级,10,68,78
2026-05,CT报告、审核总数,01,戴榕全,高级,6,71,77
2026-06,CT报告、审核总数,01,戴榕全,高级,6,109,115
2026-07,CT报告、审核总数,01,戴榕全,高级,17,94,111
2007-07,CT报告、审核总数,02,刘蕾,高级,1,0,1
2021-05,CT报告、审核总数,02,刘蕾,高级,1,2,3
2021-06,CT报告、审核总数,02,刘蕾,高级,0,1,1
2021-07,CT报告、审核总数,02,刘蕾,高级,0,2,2
2021-08,CT报告、审核总数,02,刘蕾,高级,4,2,6
2021-09,CT报告、审核总数,02,刘蕾,高级,2,0,2
2021-10,CT报告、审核总数,02,刘蕾,高级,2,1,3
2021-11,CT报告、审核总数,02,刘蕾,高级,0,3,3
2022-01,CT报告、审核总数,02,刘蕾,高级,3,1,4
2022-02,CT报告、审核总数,02,刘蕾,高级,2,5,7
2022-03,CT报告、审核总数,02,刘蕾,高级,2,0,2
2022-04,CT报告、审核总数,02,刘蕾,高级,1,7,8
2022-05,CT报告、审核总数,02,刘蕾,高级,1,5,6
2022-06,CT报告、审核总数,02,刘蕾,高级,4,8,12
2022-07,CT报告、审核总数,02,刘蕾,高级,4,2,6
2022-08,CT报告、审核总数,02,刘蕾,高级,1,0,1
2022-09,CT报告、审核总数,02,刘蕾,高级,1,2,3
2022-10,CT报告、审核总数,02,刘蕾,高级,1,0,1
2022-11,CT报告、审核总数,02,刘蕾,高级,0,1,1
2022-12,CT报告、审核总数,02,刘蕾,高级,0,2,2
2023-01,CT报告、审核总数,02,刘蕾,高级,2,3,5
2023-02,CT报告、审核总数,02,刘蕾,高级,0,1,1
2023-03,CT报告、审核总数,02,刘蕾,高级,1,0,1
2023-04,CT报告、审核总数,02,刘蕾,高级,0,1,1
2023-05,CT报告、审核总数,02,刘蕾,高级,0,4,4
2023-06,CT报告、审核总数,02,刘蕾,高级,1,5,6
2023-08,CT报告、审核总数,02,刘蕾,高级,1,6,7
2023-09,CT报告、审核总数,02,刘蕾,高级,0,4,4
2023-10,CT报告、审核总数,02,刘蕾,高级,2,15,17
2023-11,CT报告、审核总数,02,刘蕾,高级,2,13,15
2023-12,CT报告、审核总数,02,刘蕾,高级,4,14,18
2024-01,CT报告、审核总数,02,刘蕾,高级,2,16,18
2024-02,CT报告、审核总数,02,刘蕾,高级,1,4,5
2024-03,CT报告、审核总数,02,刘蕾,高级,4,14,18
2024-04,CT报告、审核总数,02,刘蕾,高级,0,2,2
2024-05,CT报告、审核总数,02,刘蕾,高级,1,9,10
2024-06,CT报告、审核总数,02,刘蕾,高级,4,22,26
2024-07,CT报告、审核总数,02,刘蕾,高级,7,23,30
2024-08,CT报告、审核总数,02,刘蕾,高级,5,12,17
2024-09,CT报告、审核总数,02,刘蕾,高级,10,24,34
2024-10,CT报告、审核总数,02,刘蕾,高级,4,19,23
2024-11,CT报告、审核总数,02,刘蕾,高级,7,18,25
